"","COD_ID","Q4_PS","Q5_PS","Q6_PS","Q7_PS","Q8_PS","Q9_PS","Q10_PS","Q11_PS","Q12_PS","Q7_Q10_PS","Q8_Q11_PS","Q9_Q12_PS","Q13_DC","Q14_DC","Q15_DC","Q16_DC","Q17_DC","Q18_EI","Q19_EI","Q20_EI","Q21_EI","Q22_EI","Q23_EI","Q24_EI","Q25_EI","Q26_WE","Q27_WE","Q28_WE","Q29_WE","Q30_WE","Q31_WE","Q32_WE","Q33_WE","Q34_GP","Q35_AP","Q36_GP","Q37_GP","Q38_AGE_GP","Q38_RACE_GP","Q38_sOCIO_GP","Q38_GEO_GP","Q38_FAM_GP","Q38_TEAC_GP","Q38_ADM_GP","Q38_JOB_GP","Q38_FUND_GP","Q38_RESOURCE_GP","Q38_GENDER_GP","Q39_GP","Q40_P","Q41_P","Q42_P","Q43_P","Q44_P","Q45_S","Q46_S","GENDER_CAT","ACD_OCC","C_STAGE_CAT"
"118","R193","Homem cisgênero","Black","20-29","Brasil","Piauí","Ipiranga do Piauí","Brasil","Sergipe","Itabaiana",TRUE,FALSE,FALSE,"No","Escolha de programa de pós-graduação, Melhor qualidade de vida","Companheiro(a)/outra pessoa significativa se mudou comigo, mas com efeitos negativos significativos no relacionamento","Com amiga/o(s) ou colega/o(s)","São feitas por mim, São feitas de modo colaborativo - todas(os)(es) residentes são igualmente responsáveis","Ciências Biológicas","Mestrado na área de ecologia (concluído ou em andamento)","Pesquisador(a) de mestrado/doutorado","1 a 3 anos","Didnt answer","Public university","No","NA","Primordially female","Women","Prefiro não responder","Há mais homens que mulheres em meu departamento, Mulheres são facilmente selecionadas para cargos de coordenação","Yes","Não se aplica","No","NA","Men","The person made a significant contribution to my success","Não se aplica","Sou homem e já acompanhei uma amiga em campo, a ajuda era para da assistência em campo, companhia por sermos amigos, mas já foi falado que a presença de um homem em campo dá uma maior segurança porquê as vezes algumas pessoas por verem mulheres, podem tentar algo. Uma triste realidade, infelizmente","Não impactou","Neutro","Impedimento","Impedimento","Impedimento","Neutro","Não impactou","Não impactou","Grande impedimento","Impedimento","Impedimento","0","No","NA","No","No","Não se aplica","Unsucessfull","Didnt answer","Men","Master_PhD_Candidate","Junior"
"119","R194","Mulher cisgênera","White","20-29","Brasil","Rio Grande Do Sul","Pelotas","Brasil","Rio Grande Do Sul","Porto Alegre",TRUE,TRUE,FALSE,"Yes","Escolha de programa de pós-graduação, Maior ênfase na pesquisa, Melhor qualidade de vida","Companheiro(a)/outra pessoa significativa mudou-se comigo, com efeitos negativos mínimos sobre relação","Com minha/meu companheira/o","São feitas de modo colaborativo - todas(os)(es) residentes são igualmente responsáveis","Ciências Biológicas","Mestrado na área de ecologia (concluído ou em andamento)","Pesquisador(a) de mestrado/doutorado","Menos de 1 ano","1-2 minimum salary","Private university","No","NA","Primordially female","Both","Não há distinção entre contratação e promoção de homens e mulheres","Não se aplica","Yes","Algum homem já levou o crédito pelo trabalho feito por você.","No","NA","Men","The person made a significant contribution to my success","Não se aplica","Quantidade de trabalho, sendo necessária assistência","Neutro","Neutro","Neutro","Impedimento","Neutro","Neutro","Neutro","Neutro","Neutro","Neutro","Neutro","0","No","NA","Yes","Yes","Não se aplica","Sucessfull","Yes","Women","Master_PhD_Candidate","Junior"
"120","R195","Mulher cisgênera","Mixed","20-29","Brasil","Sergipe","Itabaianinha","Brasil","Sergipe","São Cristóvão",TRUE,TRUE,FALSE,"Yes","Não se aplica","Não se aplica","Com minha família de origem/parentes (mãe, pai, irmã/o, tia/o, prima/o, etc)","São feitas por mim, São feitas de modo colaborativo - todas(os)(es) residentes são igualmente responsáveis","Ecologia","TCC na área de ecologia, Mestrado na área de ecologia (concluído ou em andamento)","Pesquisador(a) de mestrado/doutorado","1 a 3 anos","1-2 minimum salary","Public university","Yes","Faço alguns campos exporádicos","Primordially female","Both","Homens são facilmente contratados e/ou promovidos","Não há distinção entre homens e mulheres para cargos de coordenação","Yes","Você já sentiu que o seu gênero foi decisivo ao não ser chamada para algum trabalho de campo.","No","NA","Women","The person made a significant contribution to my success","Não se aplica","Quantidade de trabalho, sendo necessária assistência, Preocupações com a segurança pessoal","Neutro","Neutro","Impedimento","Impedimento","Impedimento","Neutro","Neutro","Impedimento","Grande impedimento","Grande impedimento","Neutro","1-3.9","No","NA","Yes","Yes","Não se aplica","Didnt answer","No","Women","Master_PhD_Candidate","Junior"
"121","R196","Mulher cisgênera","White","40-49","Brasil","São Paulo","São Paulo","Brasil","Sergipe","Aracaju",TRUE,FALSE,FALSE,"No","Não se aplica","Não se aplica","Sozinho(a)","São feitas por mim","Ciências Biológicas","Mestrado na área de ecologia (concluído ou em andamento), Doutorado na área de ecologia (concluído ou em andamento)","Professor(a) associada","6 a 9 anos",">10 minimum salary","Public university","No","NA","Indifferent","Men","Não há distinção entre contratação e promoção de homens e mulheres","Há mais homens que mulheres em meu departamento, Não há distinção entre homens e mulheres para cargos de coordenação","Yes","Algum homem já levou o crédito pelo trabalho feito por você., Você já foi vista como agressiva ou desagradável por exercer sua autoridade ou mostrar sua opinião., Você já sentiu que o seu gênero foi decisivo ao não ser chamada para algum trabalho de campo., Você já sentiu que o seu gênero foi decisivo ao não conseguir algum trabalho de liderança., Você já sentiu que seu gênero foi decisivo para ter uma opinião aceita., Você já passou por situações constrangedoras que envolveram piadas relacionadas ao seu gênero (ex: piadas sobre estar de TPM.).","Yes","A situação não foi exposta.","Men","The person didnt affect  my success","Não se aplica","Quantidade de trabalho, sendo necessária assistência","Não impactou","Não impactou","Não impactou","Não impactou","Não impactou","Impedimento","Impedimento","Impedimento","Impedimento","Impedimento","Impedimento","4-7.9","No","NA","No","Yes","Não se aplica","Sucessfull","Yes","Women","Professor","Senior"
"122","R197","Mulher cisgênera","White","30-39","Brasil","Rio Grande Do Sul","Santa Maria","Brasil","Rio Grande Do Sul","Santa Maria",TRUE,TRUE,TRUE,"Yes","Não se aplica","Companheiro(a)/outra pessoa significativa se mudou comigo, mas com efeitos negativos significativos no relacionamento, Companheiro(a)/outra pessoa significativa não se mudou comigo e o relacionamento sofreu efeitos adversos, Companheiro(a)/outra pessoa significativa se mudou comigo, mas com problemas significativos na carreira do cônjuge/outra pessoa significativa","Com minha/meu companheira/o, Com minha(s)/meu(s) filha(s)/filho(s)","São feitas por mim, São feitas por uma ajuda paga","Ciências Biológicas","Mestrado na área de ecologia (concluído ou em andamento), Doutorado na área de ecologia (concluído ou em andamento)","Professor(a) adjunta","3 a 6 anos",">5 minimum salary","Public university","No","NA","Indifferent","Men","Homens são facilmente contratados e/ou promovidos, Não há distinção entre contratação e promoção de homens e mulheres","Há mais mulheres que homens no meu departamento, Não há distinção entre homens e mulheres para cargos de coordenação","Yes","Algum homem já levou o crédito pelo trabalho feito por você., Você já foi vista como agressiva ou desagradável por exercer sua autoridade ou mostrar sua opinião.","No","NA","Men","The person made a significant contribution to my success","Não se aplica","Preocupações com a segurança pessoal, Companhia","Acelerador","Neutro","Acelerador","Neutro","Impedimento","Grande impedimento","Impedimento","Neutro","Neutro","Impedimento","Neutro","4-7.9","Yes","1","No","Yes","Não se aplica","Sucessfull","Yes","Women","Professor","Junior"
"123","R198","Mulher cisgênera","Mixed","30-39","Brasil","Rio De Janeiro","RiodeJaneiro","Brasil","Rio De Janeiro","RiodeJaneiro",TRUE,FALSE,FALSE,"Yes","Não se aplica","Não se aplica","Com minha/meu companheira/o","São feitas de modo colaborativo - todas(os)(es) residentes são igualmente responsáveis","Ciências Biológicas","Doutorado na área de ecologia (concluído ou em andamento)","Pesquisador(a) de mestrado/doutorado","1 a 3 anos","3-5 minimum salary","Public university","Yes","Professora educação básica","Indifferent","Both","Não há distinção entre contratação e promoção de homens e mulheres","Há mais mulheres que homens no meu departamento","No","Algum homem já levou o crédito pelo trabalho feito por você., Você já sentiu que seu gênero foi decisivo para ter uma opinião aceita., Você já passou por situações constrangedoras que envolveram piadas relacionadas ao seu gênero (ex: piadas sobre estar de TPM.)., Você já sofreu alguma discriminação por estar grávida ou por ser mulher e poder engravidar.","Yes","Você foi coagida a não expor o assédio., A situação não foi exposta., O assediador era meu chefe/orientador.","Men","The person made a significant contribution to my success","Não se aplica","Quantidade de trabalho, sendo necessária assistência, Preocupações com a segurança pessoal, Companhia, Alternativa para proporcionar experiência educacional","Neutro","Neutro","Grande impedimento","Grande impedimento","Grande impedimento","Grande impedimento","Grande impedimento","Neutro","Impedimento","Não impactou","Não impactou","<1","No","NA","Yes","Yes","Não se aplica","Sucessfull","No","Women","Master_PhD_Candidate","Junior"
"124","R200","Mulher cisgênera","White","50-59","Brasil","São Paulo","São Paulo","Brasil","Bahia","Feira de Santana",TRUE,FALSE,FALSE,"Yes","Não se aplica","Não se aplica","Sozinho(a)","São feitas por uma ajuda paga","Ciências Biológicas","Mestrado na área de ecologia (concluído ou em andamento), Doutorado em área correlata, com tese voltada a área de ecologia (concluído ou em andamento)","Professor(a) titular","3 a 6 anos",">10 minimum salary","Public university","No","NA","Indifferent","Both","Não há distinção entre contratação e promoção de homens e mulheres","Há mais homens que mulheres em meu departamento","Yes","Algum homem já levou o crédito pelo trabalho feito por você.","No","NA","Men","The person didnt affect  my success","Não se aplica","Quantidade de trabalho, sendo necessária assistência, Alternativa para proporcionar experiência educacional","Neutro","Acelerador","Acelerador","Acelerador","Neutro","Acelerador","Impedimento","Neutro","Grande impedimento","Impedimento","Neutro","<1","Yes","1","No","Yes","Companheiro(a) ou cônjuge cuida da(s) criança(s) em casa","Sucessfull","Didnt answer","Women","Professor","Senior"
"125","R201","Homem cisgênero","White","40-49","Brasil","São Paulo","São Paulo","Brasil","São Paulo","São Paulo",TRUE,TRUE,TRUE,"No","Maior ênfase na pesquisa","Companheiro(a)/outra pessoa não se mudou, mas o relacionamento permaneceu intacto, Companheiro(a)/outra pessoa significativa se mudou comigo, mas com problemas significativos na carreira do cônjuge/outra pessoa significativa, Filhos se mudaram, mas sofreram efeitos adversos significativos","Com minha/meu companheira/o, Com minha(s)/meu(s) filha(s)/filho(s)","São feitas de modo colaborativo - todas(os)(es) residentes são igualmente responsáveis","Ciências Biológicas","Mestrado na área de ecologia (concluído ou em andamento), Mestrado em área correlata, com dissertação voltada a área de ecologia (concluído ou em andamento), Doutorado na área de ecologia (concluído ou em andamento)","Professor(a) adjunta","6 a 9 anos",">10 minimum salary","Public university","Yes","bolsa de pesquisa","Indifferent","Women","Não há distinção entre contratação e promoção de homens e mulheres","Há mais mulheres que homens no meu departamento, Não há distinção entre homens e mulheres para cargos de coordenação","Yes","Não passei por nenhuma das situações descritas nas opções anteriores.","No","NA","Women","The person made a significant contribution to my success","Não se aplica","Quantidade de trabalho, sendo necessária assistência, Preocupações com a segurança pessoal, Alternativa para proporcionar experiência educacional","Neutro","Neutro","Neutro","Neutro","Impedimento","Impedimento","Impedimento","Neutro","Neutro","Impedimento","Neutro","4-7.9","Yes","2","No","Yes","Companheiro(a) ou cônjuge cuida da(s) criança(s) em casa","Sucessfull","Yes","Men","Professor","Senior"
"126","R202","Mulher cisgênera","White","20-29","Brasil","São Paulo","SãoPaulo","Brasil","São Paulo","saopaulo",TRUE,FALSE,FALSE,"Yes","Não se aplica","Não se aplica","Com minha família de origem/parentes (mãe, pai, irmã/o, tia/o, prima/o, etc)","São feitas por outros residentes, São feitas por uma ajuda paga","Ciências Biológicas","Mestrado na área de ecologia (concluído ou em andamento)","Pesquisador(a) de mestrado/doutorado","1 a 3 anos","1-2 minimum salary","Public university","Yes","bolsa de monitoria","Primordially female","Women","Não se aplica","Prefiro não responder","Yes","Não passei por nenhuma das situações descritas nas opções anteriores.","No","NA","Men","The person made a significant contribution to my success","Não se aplica","Prefiro não responder","Neutro","Acelerador","Acelerador","Acelerador","Impedimento","Impedimento","Impedimento","Neutro","Impedimento","Neutro","Neutro","0","No","NA","No","Yes","Não se aplica","Sucessfull","No","Women","Master_PhD_Candidate","Junior"
"127","R204","Mulher cisgênera","White","30-39","Brasil","São Paulo","Botucatu","Brasil","São Paulo","São Paulo",TRUE,TRUE,FALSE,"Yes","Escolha de programa de pós-graduação","Companheiro(a)/outra pessoa não se mudou, mas o relacionamento permaneceu intacto","Com amiga/o(s) ou colega/o(s)","São feitas de modo colaborativo - todas(os)(es) residentes são igualmente responsáveis","Ciências Biológicas","Doutorado na área de ecologia (concluído ou em andamento)","Pesquisador(a) de mestrado/doutorado","1 a 3 anos","2-3 minimum salary","Public university","No","NA","Primordially female","Women","Homens são facilmente contratados e/ou promovidos","Há mais mulheres que homens no meu departamento, Homens são facilmente selecionados para cargos de coordenação","Yes","Você já sentiu que o seu gênero foi decisivo ao não conseguir algum trabalho de liderança., Você já sentiu que seu gênero foi decisivo para ter uma opinião aceita., Você já passou por situações constrangedoras que envolveram piadas relacionadas ao seu gênero (ex: piadas sobre estar de TPM.).","No","NA","Women","The person made a small contribution to my success","Não se aplica","Quantidade de trabalho, sendo necessária assistência, Preocupações com a segurança pessoal","Neutro","Acelerador","Grande Acelerador","Grande Acelerador","Grande Acelerador","Neutro","Não impactou","Não impactou","Não impactou","Neutro","Neutro","<1","No","NA","Yes","No","Não se aplica","Unsucessfull","Yes","Women","Master_PhD_Candidate","Junior"
"128","R205","Mulher cisgênera","White","20-29","Brasil","São Paulo","São Paulo","Brasil","São Paulo","São Paulo",TRUE,TRUE,TRUE,"Yes","Não se aplica","Não se aplica","Com minha família de origem/parentes (mãe, pai, irmã/o, tia/o, prima/o, etc)","São feitas por mim, São feitas por outros residentes","Ciências Biológicas","TCC na área de ecologia, Mestrado na área de ecologia (concluído ou em andamento)","Pesquisador(a) de mestrado/doutorado","1 a 3 anos","1-2 minimum salary","Public university","No","NA","Primordially female","Women","Não se aplica","Há mais mulheres que homens no meu departamento, Homens são facilmente selecionados para cargos de coordenação","Yes","Algum homem já levou o crédito pelo trabalho feito por você., Você já foi vista como agressiva ou desagradável por exercer sua autoridade ou mostrar sua opinião., Você já sentiu que seu gênero foi decisivo para ter uma opinião aceita., Você já passou por situações constrangedoras que envolveram piadas relacionadas ao seu gênero (ex: piadas sobre estar de TPM.)., Você já sofreu alguma discriminação por estar grávida ou por ser mulher e poder engravidar.","No","NA","Women","The person made a significant contribution to my success","Não se aplica","Não se aplica","Neutro","Neutro","Impedimento","Acelerador","Grande impedimento","Neutro","Neutro","Neutro","Grande impedimento","Grande impedimento","Neutro","0","No","NA","Yes","Yes","Não se aplica","Very unsucessfull","Didnt answer","Women","Master_PhD_Candidate","Junior"
"129","R206","Homem cisgênero","White","30-39","Brasil","Paraná","Ponta Grossa","Brasil","Paraná","Ponta Grossa",TRUE,TRUE,TRUE,"Yes","Não se aplica","Não se aplica","Sozinho(a)","São feitas por mim","Engenharia Civil","Doutorado em área correlata, com tese voltada a área de ecologia (concluído ou em andamento)","Professor(a) adjunta","3 a 6 anos",">5 minimum salary","Public university","No","NA","Indifferent","Women","Homens são facilmente contratados e/ou promovidos, Mulheres são facilmente contratadas e/ou promovidas, Não há distinção entre contratação e promoção de homens e mulheres","Há mais mulheres que homens no meu departamento, Mulheres são facilmente selecionadas para cargos de coordenação, Homens são facilmente selecionados para cargos de coordenação, Não há distinção entre homens e mulheres para cargos de coordenação","Yes","Não se aplica","No","NA","Women","The person made a significant contribution to my success","Não se aplica","Quantidade de trabalho, sendo necessária assistência, Companhia","Neutro","Neutro","Grande Acelerador","Impedimento","Neutro","Impedimento","Impedimento","Neutro","Grande impedimento","Grande impedimento","Neutro","4-7.9","No","NA","No","No","Não se aplica","Sucessfull","Yes","Men","Professor","Junior"
"130","R207","Mulher cisgênera","White","30-39","Brasil","São Paulo","São Paulo","Brasil","Amazonas","Tefé",TRUE,FALSE,FALSE,"Yes","Mudança de companheiro(a)/outra pessoa significativa, Maior ênfase na pesquisa, Maior prestígio do trabalho, Única oferta de emprego que tive","Companheiro(a)/outra pessoa significativa se mudou comigo, mas com efeitos negativos significativos no relacionamento, Companheiro(a)/outra pessoa significativa não se mudou comigo e o relacionamento sofreu efeitos adversos","Com minha/meu companheira/o","São feitas de modo colaborativo - todas(os)(es) residentes são igualmente responsáveis","Ciências Biológicas","Mestrado na área de ecologia (concluído ou em andamento), Doutorado na área de ecologia (concluído ou em andamento)","Pesquisador(a) pós-doutorado","1 a 3 anos","3-5 minimum salary","Public research institution","Yes","Consultoria Ambiental","Primordially female","Both","Homens são facilmente contratados e/ou promovidos, Mulheres não são facilmente contratadas e/ou promovidas","Há mais mulheres que homens no meu departamento, Homens são facilmente selecionados para cargos de coordenação","Yes","Você já foi vista como agressiva ou desagradável por exercer sua autoridade ou mostrar sua opinião., Você já sentiu que o seu gênero foi decisivo ao não ser chamada para algum trabalho de campo., Você já sentiu que o seu gênero foi decisivo ao não conseguir algum trabalho de liderança., Você já sentiu que seu gênero foi decisivo para ter uma opinião aceita., Você já passou por situações constrangedoras que envolveram piadas relacionadas ao seu gênero (ex: piadas sobre estar de TPM.).","No","NA","Men","The person made a significant contribution to my success","Não se aplica","Quantidade de trabalho, sendo necessária assistência, Preocupações com a segurança pessoal, Companhia","Neutro","Acelerador","Acelerador","Acelerador","Neutro","Neutro","Acelerador","Neutro","Impedimento","Impedimento","Impedimento","1-3.9","No","NA","Yes","Yes","Não se aplica","Unsucessfull","No","Women","Researcher","Junior"
"131","R211","Mulher cisgênera","White","30-39","Brasil","Goías","Goiania","Suiça","Na","Zurich",FALSE,FALSE,FALSE,"Yes","Aumento significativo no meu cargo e/ou salário, Maior prestígio do trabalho, Maior segurança no trabalho, Melhor qualidade de vida","Companheiro(a)/outra pessoa significativa mudou-se comigo, com efeitos negativos mínimos sobre relação, Filhos mudaram, com nenhum ou mínimos efeitos negativos","Com minha/meu companheira/o, Com minha(s)/meu(s) filha(s)/filho(s)","São feitas por mim, São feitas pelo cônjuge/outra pessoa significativa, São feitas de modo colaborativo - todas(os)(es) residentes são igualmente responsáveis","Ciências Biológicas","Mestrado na área de ecologia (concluído ou em andamento), Doutorado na área de ecologia (concluído ou em andamento)","Pesquisador(a) pós-doutorado","1 a 3 anos",">10 minimum salary","Public research institution","No","NA","Indifferent","Both","Homens não são facilmente contratados e/ou promovidos","Há mais homens que mulheres em meu departamento, Homens são facilmente selecionados para cargos de coordenação","Yes","Você já sentiu que seu gênero foi decisivo para ter uma opinião aceita., Você já passou por situações constrangedoras que envolveram piadas relacionadas ao seu gênero (ex: piadas sobre estar de TPM.).","No","NA","Men","The person made a significant contribution to my success","Não se aplica","Quantidade de trabalho, sendo necessária assistência, Preocupações com a segurança pessoal","Não impactou","Não impactou","Grande Acelerador","Neutro","Impedimento","Neutro","Impedimento","Impedimento","Neutro","Impedimento","Não impactou","1-3.9","Yes","1","Yes","Didnt answer","Não se aplica","Very sucessfull","No","Women","Researcher","Junior"
"132","R212","Mulher cisgênera","Mixed","20-29","Brasil","Bahia","Salvador","Brasil","São Paulo","São Paulo",TRUE,FALSE,FALSE,"Yes","Escolha de programa de pós-graduação, Maior ênfase na pesquisa","Companheiro(a)/outra pessoa significativa se mudou comigo, mas com efeitos negativos significativos no relacionamento, Companheiro(a)/outra pessoa significativa não se mudou comigo e o relacionamento sofreu efeitos adversos","Com minha/meu companheira/o","São feitas por mim, São feitas pelo cônjuge/outra pessoa significativa, São feitas de modo colaborativo - todas(os)(es) residentes são igualmente responsáveis","Ciências Biológicas","Mestrado na área de ecologia (concluído ou em andamento), Doutorado na área de ecologia (concluído ou em andamento)","Pesquisador(a) de mestrado/doutorado","1 a 3 anos","2-3 minimum salary","Public university","No","NA","Primordially female","Women","Homens são facilmente contratados e/ou promovidos","Há mais homens que mulheres em meu departamento, Homens são facilmente selecionados para cargos de coordenação","Yes","Algum homem já levou o crédito pelo trabalho feito por você., Você já foi vista como agressiva ou desagradável por exercer sua autoridade ou mostrar sua opinião., Você já sentiu que seu gênero foi decisivo para ter uma opinião aceita., Você já passou por situações constrangedoras que envolveram piadas relacionadas ao seu gênero (ex: piadas sobre estar de TPM.).","Yes","A situação não foi exposta.","Men","Didnt answer","Não se aplica","Prefiro não responder","Não impactou","Impedimento","Impedimento","Grande impedimento","Neutro","Neutro","Neutro","Neutro","Neutro","Impedimento","Impedimento","1-3.9","No","NA","Yes","Yes","Não se aplica","Sucessfull","Didnt answer","Women","Master_PhD_Candidate","Junior"
"133","R213","Mulher cisgênera","White","30-39","Brasil","São Paulo","Ourinhos","Brasil","São Paulo","Ourinhos",TRUE,TRUE,TRUE,"No","Escolha de programa de pós-graduação","Não se aplica","Com minha família de origem/parentes (mãe, pai, irmã/o, tia/o, prima/o, etc)","São feitas por mim, São feitas por uma ajuda paga, São feitas de modo colaborativo - todas(os)(es) residentes são igualmente responsáveis","Ciências Biológicas","Doutorado na área de ecologia (concluído ou em andamento)","Pesquisador(a) de mestrado/doutorado","3 a 6 anos","2-3 minimum salary","Public university","No","NA","Primordially female","Women","Não se aplica","Há mais homens que mulheres em meu departamento","Yes","Você já foi vista como agressiva ou desagradável por exercer sua autoridade ou mostrar sua opinião.","Yes","A situação foi exposta e a pessoa sofreu as devidas consequências., A situação não foi exposta.","Men","The person made a small contribution to my success","Não se aplica","Preocupações com a segurança pessoal, Companhia","Não impactou","Não impactou","Acelerador","Não impactou","Grande Acelerador","Neutro","Não impactou","Não impactou","Impedimento","Impedimento","Grande impedimento","0","No","NA","Yes","Yes","Não se aplica","Unsucessfull","No","Women","Master_PhD_Candidate","Junior"
"134","R214","Homem cisgênero","White","50-59","Brasil","Minas Gerais","Belo Horizonte","Brasil","São Paulo","São Paulo",TRUE,FALSE,FALSE,"Yes","Não se aplica","Companheiro(a)/outra pessoa significativa se mudou comigo, mas com efeitos negativos significativos no relacionamento, Companheiro(a)/outra pessoa significativa se mudou comigo, mas com problemas significativos na carreira do cônjuge/outra pessoa significativa","Com minha/meu companheira/o","São feitas por uma ajuda paga","Ciências Biológicas","TCC na área de ecologia, Mestrado na área de ecologia (concluído ou em andamento), Doutorado na área de ecologia (concluído ou em andamento)","Professor(a) adjunta","Mais que 20 anos",">10 minimum salary","Public university","No","NA","Primordially female","Women","Homens são facilmente contratados e/ou promovidos, Mulheres não são facilmente contratadas e/ou promovidas","Há mais homens que mulheres em meu departamento","Yes","Não se aplica","No","NA","Men","The person made a significant contribution to my success","Não se aplica","Quantidade de trabalho, sendo necessária assistência","Impedimento","Acelerador","Acelerador","Acelerador","Neutro","Neutro","Impedimento","Neutro","Neutro","Grande impedimento","Neutro","8-9.9","Yes","2","No","Yes","Companheiro(a) ou cônjuge cuida da(s) criança(s) no campo","Sucessfull","Yes","Men","Professor","Senior"
"135","R216","Mulher cisgênera","White","50-59","Brasil","São Paulo","Piraju","Brasil","São Paulo","São Paulo",TRUE,TRUE,FALSE,"Yes","Não se aplica","Companheiro(a)/outra pessoa significativa mudou-se comigo, com efeitos negativos mínimos sobre relação","Com minha/meu companheira/o","São feitas por mim, São feitas pelo cônjuge/outra pessoa significativa, São feitas por uma ajuda paga","Ecologia","TCC na área de ecologia, Mestrado na área de ecologia (concluído ou em andamento), Doutorado na área de ecologia (concluído ou em andamento)","Professor(a) adjunta","Mais que 20 anos",">5 minimum salary","Public university","No","NA","Indifferent","Women","Homens são facilmente contratados e/ou promovidos","Há mais homens que mulheres em meu departamento, Não há distinção entre homens e mulheres para cargos de coordenação","Yes","Não se aplica","Yes","A situação não foi exposta., O assediador era meu chefe/orientador., A situação levou a minha demissão ou saída da instituição/empresa.","Men","The person made a significant contribution to my success","Não se aplica","Quantidade de trabalho, sendo necessária assistência, Preocupações com a segurança pessoal, Companhia","Impedimento","Acelerador","Acelerador","Acelerador","Não impactou","Impedimento","Neutro","Não impactou","Grande impedimento","Impedimento","Não impactou","1-3.9","No","NA","Yes","No","Não se aplica","Unsucessfull","Didnt answer","Women","Professor","Senior"
"136","R217","Mulher cisgênera","White","30-39","Brasil","Rio Grande Do Sul","Cachoeira do Sul","Brasil","Santa Catarina","Florianópolis",TRUE,FALSE,FALSE,"Yes","Não se aplica","Não se aplica","Com amiga/o(s) ou colega/o(s)","São feitas de modo colaborativo - todas(os)(es) residentes são igualmente responsáveis","Ciências Biológicas","Mestrado na área de ecologia (concluído ou em andamento), Doutorado na área de ecologia (concluído ou em andamento)","Pesquisador(a) de mestrado/doutorado","6 a 9 anos","3-5 minimum salary","Public university","Yes","Possuo Mei, trabalho com prestação de serviços na área ambiental","Indifferent","Women","Homens são facilmente contratados e/ou promovidos","Há mais mulheres que homens no meu departamento, Não há distinção entre homens e mulheres para cargos de coordenação","Yes","Você já sentiu que o seu gênero foi decisivo ao não ser chamada para algum trabalho de campo., Você já sentiu que seu gênero foi decisivo para ter uma opinião aceita., Você já passou por situações constrangedoras que envolveram piadas relacionadas ao seu gênero (ex: piadas sobre estar de TPM.).","Didnt answer","NA","Women","The person made a significant contribution to my success","Não se aplica","Preocupações com a segurança pessoal, Alternativa para proporcionar experiência educacional","Não impactou","Neutro","Acelerador","Acelerador","Acelerador","Neutro","Neutro","Impedimento","Impedimento","Impedimento","Impedimento","1-3.9","No","NA","Yes","No","Não se aplica","Sucessfull","Didnt answer","Women","Master_PhD_Candidate","Junior"
"137","R218","Mulher cisgênera","White","30-39","Brasil","Minas Gerais","Belo Horizonte","Brasil","Minas Gerais","Belo Horizonte",TRUE,TRUE,TRUE,"Yes","Não se aplica","Não se aplica","Com minha família de origem/parentes (mãe, pai, irmã/o, tia/o, prima/o, etc)","São feitas de modo colaborativo - todas(os)(es) residentes são igualmente responsáveis","Ciências Biológicas","Mestrado na área de ecologia (concluído ou em andamento)","Pesquisador(a) de mestrado/doutorado","1 a 3 anos","1-2 minimum salary","Public university","Yes","Freelancer e professora de inglês","Primordially female","Women","Homens são facilmente contratados e/ou promovidos","Há mais mulheres que homens no meu departamento, Homens são facilmente selecionados para cargos de coordenação","Yes","Você já sentiu que seu gênero foi decisivo para ter uma opinião aceita., Você já passou por situações constrangedoras que envolveram piadas relacionadas ao seu gênero (ex: piadas sobre estar de TPM.).","No","NA","Men","The person represented a small impediment to my success","Perdi o interesse pela pesquisa","Quantidade de trabalho, sendo necessária assistência","Neutro","Acelerador","Impedimento","Acelerador","Neutro","Neutro","Neutro","Neutro","Impedimento","Impedimento","Impedimento","<1","No","NA","Yes","Yes","Não se aplica","Sucessfull","No","Women","Master_PhD_Candidate","Junior"
